matchId,timestamp,clubid,TeamnSide,passa,passc,ppg,ppo,shots,toa,detailsname,detailsclubId,clubid,playerid,Teamside,brksavepct,brksaves,brkshots,dsaves,ga,gaa,pensavepct,pensaves,penshots,pkclearzone,pokechecks,savepct,saves,shots,soperiods,opponentClubId,position,posSorted,ratingDefense,ratingOffense,ratingTeamplay,assists,bs,deflections,fol,fopct,fow,giveaways,goals,gwg,hits,interceptions,passattempts,passes,passpct,penaltiesdrawn,pim,pkclearzone,plusmin,possession,ppg,saucerpasses,shg,shotattempts,shotonnetpct,shotpct,shots,takeaways,toiseconds,playername
"2238525250366",1661656701,"101458","1","80","50","0","1","14","374","NZHL Toxicity",101458,"150265","6850114","0","0.00","0","0","0","0","0.00","0.00","0","0","0","0","0.00","0","0","0","101458","leftWing","4","60.00","65.00","70.00","1","1","0","0","0.00","0","5","0","0","1","5","18","11","61.11","2","5","0","-5","165","0","0","0","5","0.00","0.00","0","0","3582","I CashMoney20 l"
"2238525250366",1661656701,"150265","0","84","54","0","3","14","285","NZHL DADBODSQUAD",150265,"150265","172588654","0","0.00","0","0","0","0","0.00","0.00","0","0","0","0","0.00","0","0","0","101458","defenseMen","1","45.00","65.00","60.00","1","0","0","0","0.00","0","11","0","0","1","15","11","9","81.82","0","0","1","-5","159","0","0","0","2","50.00","0.00","1","7","3600","Ghost893"
"2238525250366",1661656701,"","","","","","","","","","","150265","316313036","0","0.00","0","0","0","0","0.00","0.00","0","0","0","0","0.00","0","0","0","101458","defenseMen","2","40.00","55.00","75.00","0","3","0","0","0.00","0","12","0","0","5","5","15","9","60.00","1","0","0","-5","123","0","0","0","4","25.00","0.00","1","3","3600","Emb3rToInf3rno"
"2238525250366",1661656701,"","","","","","","","","","","150265","316313036","0","0.00","0","0","0","0","0.00","0.00","0","0","0","0","0.00","0","0","0","101458","defenseMen","2","40.00","55.00","75.00","0","3","0","0","0.00","0","12","0","0","5","5","15","9","60.00","1","0","0","-5","123","0","0","0","4","25.00","0.00","1","3","3600","Emb3rToInf3rno"
"2238525250366",1661656701,"","","","","","","","","","","150265","361133714","0","0.00","0","0","0","0","0.00","0.00","0","0","0","0","0.00","0","0","0","101458","rightWing","3","55.00","65.00","60.00","0","0","0","0","0.00","0","12","0","0","3","6","16","8","50.00","0","2","0","-5","156","0","0","0","1","100.00","0.00","1","4","3481","Bauer l 43 l"
"2238525250366",1661656701,"","","","","","","","","","","150265","361133714","0","0.00","0","0","0","0","0.00","0.00","0","0","0","0","0.00","0","0","0","101458","rightWing","3","55.00","65.00","60.00","0","0","0","0","0.00","0","12","0","0","3","6","16","8","50.00","0","2","0","-5","156","0","0","0","1","100.00","0.00","1","4","3481","Bauer l 43 l"
"2238525250366",1661656701,"","","","","","","","","","","150265","1805084429","0","0.00","0","2","1","6","6.00","0.00","0","0","0","0","0.57","8","14","0","101458","goalie","0","75.00","45.00","50.00","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","3600","Prailos"
"2238525250366",1661656701,"","","","","","","","","","","150265","1805084429","0","0.00","0","2","1","6","6.00","0.00","0","0","0","0","0.57","8","14","0","101458","goalie","0","75.00","45.00","50.00","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","3600","Prailos"
"2238525250366",1661656701,"","","","","","","","","","","150265","1819229273","0","0.00","0","0","0","0","0.00","0.00","0","0","0","0","0.00","0","0","0","101458","center","5","95.00","75.00","80.00","0","0","0","14","48.15","13","5","1","0","2","5","22","15","68.18","2","10","0","-5","218","0","0","0","10","80.00","12.50","8","5","3582","NpL Pensfan"
"2238525250366",1661656701,"","","","","","","","","","","150265","1819229273","0","0.00","0","0","0","0","0.00","0.00","0","0","0","0","0.00","0","0","0","101458","center","5","95.00","75.00","80.00","0","0","0","14","48.15","13","5","1","0","2","5","22","15","68.18","2","10","0","-5","218","0","0","0","10","80.00","12.50","8","5","3582","NpL Pensfan"
"2238525250366",1661656701,"","","","","","","","","","","101458","173498981","1","0.00","0","0","0","0","0.00","0.00","0","0","0","0","0.00","0","0","0","150265","center","5","75.00","100.00","65.00","1","1","0","12","55.56","15","19","2","0","0","6","26","13","50.00","0","2","0","5","213","0","1","0","6","66.67","50.00","4","5","3481","Mega2trash0"
"2238525250366",1661656701,"","","","","","","","","","","101458","173498981","1","0.00","0","0","0","0","0.00","0.00","0","0","0","0","0.00","0","0","0","150265","center","5","75.00","100.00","65.00","1","1","0","12","55.56","15","19","2","0","0","6","26","13","50.00","0","2","0","5","213","0","1","0","6","66.67","50.00","4","5","3481","Mega2trash0"
